Room ID;Name;Host ID;Neighbourhood;Room type;Room Price;Minimum nights;Number of reviews;Date last review;Number of reviews per month;Rooms rent by the host;Availibility;Updated Date;City;Country;Coordinates;Location
23624931;Super Loft dans le 11eme;51303952;Popincourt;Entire home/apt;80;7;0;;;1;0;2020-06-11;Paris;France;48.8640914632086, 2.3726168894940867;France, Paris, Popincourt
23892280;Lovely studio appartment near Montmartre;38831815;Buttes-Montmartre;Entire home/apt;44;2;11;2019-06-01;0.42;1;0;2020-06-11;Paris;France;48.89151990530848, 2.327462321554697;France, Paris, Buttes-Montmartre
23935572;Hôtel du Lys / Chambre double supérieure avec salle de bain privée / Double room superior with private bathroom;175429374;Luxembourg;Private room;160;1;1;2018-05-22;0.04;5;310;2020-06-11;Paris;France;48.852538122815055, 2.3427778781734547;France, Paris, Luxembourg
24039213;Charming and bright flat in Belleville trendy area;22085399;Ménilmontant;Entire home/apt;50;2;20;2020-03-16;0.78;1;0;2020-06-11;Paris;France;48.873252868919764, 2.395167979985324;France, Paris, Ménilmontant
26025623;Your Parisian home - Free breakfast;133878544;Opéra;Hotel room;1000;1;38;2019-11-17;1.58;4;275;2020-06-11;Paris;France;48.87592896656528, 2.3345186783678176;France, Paris, Opéra
26702711;Studio de charme au coeur du Marais avec vue;124531089;Temple;Entire home/apt;75;5;16;2019-08-28;0.71;1;0;2020-06-11;Paris;France;48.85992040404872, 2.3583435419939427;France, Paris, Temple
27007707;REFURBISHED WORKSHOP  IN BASTILLE;2709936;Popincourt;Entire home/apt;120;2;5;2019-06-02;0.22;1;164;2020-06-11;Paris;France;48.85219208179093, 2.3783217390357327;France, Paris, Popincourt
27566270;Appartement Montparnasse;15673792;Observatoire;Entire home/apt;66;4;0;;;1;0;2020-06-11;Paris;France;48.839196800613585, 2.318931056857352;France, Paris, Observatoire
13618173;Nice & equiped 2 room apartment in a quiet area.;18749259;Reuilly;Entire home/apt;50;1;3;2017-03-12;0.07;1;0;2020-06-11;Paris;France;48.84490313933525, 2.385994773419855;France, Paris, Reuilly
13823477;F3 calme et confortable au cœur du 19ème ardt;12377200;Buttes-Chaumont;Entire home/apt;100;2;4;2017-07-05;0.08;1;0;2020-06-11;Paris;France;48.887933622047925, 2.3831730001577327;France, Paris, Buttes-Chaumont
15938216;Bedroom with private bathroom;7144941;Louvre;Private room;70;4;148;2020-03-15;3.44;3;76;2020-06-11;Paris;France;48.86093874991198, 2.3494570963038712;France, Paris, Louvre
17415022;Jolie chambre au calme et lumineuse;117771170;Vaugirard;Private room;51;1;0;;;1;0;2020-06-11;Paris;France;48.838191891719354, 2.282160825324901;France, Paris, Vaugirard
17521600;Cozy flat close to Bastille;32078364;Popincourt;Entire home/apt;70;2;12;2019-09-16;0.32;1;0;2020-06-11;Paris;France;48.85391825690229, 2.3794428025914907;France, Paris, Popincourt
17660803;Cosy two-room apartment Jules Joffrin - Montmartre;118953973;Buttes-Montmartre;Entire home/apt;50;1;0;;;1;80;2020-06-11;Paris;France;48.891248075878636, 2.3427516559586996;France, Paris, Buttes-Montmartre
17931520;CHARMING APARTMENT, BASTILLE/GARE DE LYON;122968330;Reuilly;Entire home/apt;80;4;39;2019-11-29;1.05;1;183;2020-06-11;Paris;France;48.84926032100559, 2.3725142358773916;France, Paris, Reuilly
18407984;Best location with terrace (508);127533362;Buttes-Chaumont;Entire home/apt;89;2;95;2020-05-17;2.49;3;346;2020-06-11;Paris;France;48.875752713282914, 2.387280228027812;France, Paris, Buttes-Chaumont
18686277;Paris centre, charming apartment;83688145;Bourse;Entire home/apt;65;2;9;2019-12-27;0.24;1;0;2020-06-11;Paris;France;48.86805032772255, 2.3483217595025616;France, Paris, Bourse
19786654;Entre la Tour Eiffel et le quartier latin;38988215;Palais-Bourbon;Entire home/apt;61;4;6;2018-09-20;0.18;1;72;2020-06-11;Paris;France;48.84996782264112, 2.3048578038580247;France, Paris, Palais-Bourbon
20152035;Logement entier 27m2 à 5min du canal de l'ourq.;19464344;Buttes-Chaumont;Entire home/apt;45;7;8;2019-12-24;0.24;1;0;2020-06-11;Paris;France;48.89071033115837, 2.3691579052050615;France, Paris, Buttes-Chaumont
35635932;Cocon parisien - Montparnasse;268089384;Observatoire;Entire home/apt;85;3;2;2019-07-11;0.17;1;0;2020-06-11;Paris;France;48.8414735656238, 2.3243777854746686;France, Paris, Observatoire
26250617;Artloft - Etna Sud / Catania;26639270;Nicolosi;Entire home/apt;120;2;1;2018-08-22;0.04;1;90;2020-06-25;Sicily;Italy;37.618723593731396, 15.03624651657289;Italy, Sicily, Nicolosi
26527441;Casa vacanze peppe e ciccio;72080244;Castellammare del Golfo;Entire home/apt;28;1;14;2019-09-28;0.58;3;358;2020-06-25;Sicily;Italy;38.02111636122842, 12.884457784166663;Italy, Sicily, Castellammare del Golfo
26762078;Rivamare Loft - SEASIDE - Sea & Ortigia View;2083637;Siracusa;Entire home/apt;50;3;67;2020-06-19;2.86;2;336;2020-06-25;Sicily;Italy;37.06887354641207, 15.291734989433646;Italy, Sicily, Siracusa
27851752;Villetta Mare Timpi Red;207127195;Sciacca;Entire home/apt;40;2;0;;;2;363;2020-06-25;Sicily;Italy;37.49928645476661, 13.158866452539783;Italy, Sicily, Sciacca
28455666;Albachiara Apartments, app 1;63100235;Taormina;Entire home/apt;50;2;86;2020-06-21;4.17;2;167;2020-06-25;Sicily;Italy;37.854334788845435, 15.278854098075007;Italy, Sicily, Taormina
28647905;Appartamento con terrazza vista mozzafiato;46196199;Catania;Entire home/apt;85;1;16;2020-02-29;0.8;2;341;2020-06-25;Sicily;Italy;37.50177325630662, 15.085261396150758;Italy, Sicily, Catania
40224406;Vintage - Superior Double room with private balcony;180672479;Opéra;Private room;999;1;0;;;5;365;2020-06-11;Paris;France;48.88269843220955, 2.347021314600596;France, Paris, Opéra
29629508;Villa Elena APT Alex;25223659;Castellammare del Golfo;Entire home/apt;55;7;2;2019-09-17;0.18;10;342;2020-06-25;Sicily;Italy;38.068955876499736, 12.808793347591415;Italy, Sicily, Castellammare del Golfo
40361637;Charmant T3 à Belleville;122078243;Popincourt;Private room;120;3;0;;;2;0;2020-06-11;Paris;France;48.8701682398276, 2.37641924582068;France, Paris, Popincourt
30028140;Villa Valderice - Holiday Rental with swimming pool in Valderice, Sicily;95903847;Valderice;Entire home/apt;228;1;0;;;23;0;2020-06-25;Sicily;Italy;38.0455301928376, 12.623735065897916;Italy, Sicily, Valderice
40364470;MEDIUM STAY ONLY - Luminous appartment near Nation - WELKEYS;151077629;Reuilly;Entire home/apt;99;1;1;2019-11-28;0.15;27;363;2020-06-11;Paris;France;48.84273702331692, 2.3962580429393907;France, Paris, Reuilly
30099458;Villa Pisacco;9700636;Milo;Entire home/apt;428;7;0;;;53;274;2020-06-25;Sicily;Italy;37.71848124525736, 15.124738379684397;Italy, Sicily, Milo
37150042;Sá da Bandeira;279419106;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;Entire home/apt;120;2;2;2019-08-25;0.18;5;361;2020-07-25;Porto;Portugal;41.14608845166182, -8.607850668534184;Portugal, Porto, Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória
30435085;Sale Happy New Year;183171663;Palermo;Entire home/apt;230;2;0;;;5;365;2020-06-25;Sicily;Italy;38.11121152125844, 13.349722242101276;Italy, Sicily, Palermo
37584081;APOSENTUS - The light house at Miragaia;277325180;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;Entire home/apt;38;2;30;2020-03-16;2.69;2;351;2020-07-25;Porto;Portugal;41.14372632561772, -8.62213988558016;Portugal, Porto, Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória
30896949;Villa Bianca 500mt from the beach with Private Pool;213327592;Alcamo;Entire home/apt;233;3;0;;;14;1;2020-06-25;Sicily;Italy;38.03383811960123, 12.97162042463378;Italy, Sicily, Alcamo
4282453;Stylish apartment in the center;9550037;Praha 1;Entire home/apt;2452;2;182;2020-03-14;2.7;85;270;2020-06-28;Prague;Czech republic;50.0822085167712, 14.421026290832081;Czech republic, Prague, Praha 1
30971942;Terra di Venera Room 6;201284555;Santa Venerina;Private room;95;1;0;;;8;365;2020-06-25;Sicily;Italy;37.66348996712208, 15.157543615925348;Italy, Sicily, Santa Venerina
17281007;Two-Bedroom King Suite Art-Apartments;115300310;Praha 2;Entire home/apt;3738;2;1;2019-09-08;0.1;9;353;2020-06-28;Prague;Czech republic;50.0770051139622, 14.431584213674432;Czech republic, Prague, Praha 2
31378811;Buon  karma;48588260;San Cataldo;Entire home/apt;25;1;3;2019-07-21;0.24;3;0;2020-06-25;Sicily;Italy;37.4844302783226, 13.990286427960882;Italy, Sicily, San Cataldo
19706088;Quaint Great ROOM in the City Center;48253119;Praha 1;Private room;1119;2;118;2020-03-10;3.33;28;60;2020-06-28;Prague;Czech republic;50.091816133350356, 14.422350636677315;Czech republic, Prague, Praha 1
31710489;Carlotta'S Home;191399912;San Vito Lo Capo;Entire home/apt;108;5;6;2019-11-04;0.51;1;178;2020-06-25;Sicily;Italy;38.16839410297709, 12.73650437347945;Italy, Sicily, San Vito Lo Capo
20273597;Renovated central studio near city center;144553598;Praha 8;Entire home/apt;739;1;144;2020-03-15;4.1;1;0;2020-06-28;Prague;Czech republic;50.092707898255604, 14.443171100759193;Czech republic, Prague, Praha 8
32275332;Affitto appartamento a mare;242214185;Mascali;Entire home/apt;39;6;1;2019-03-08;0.06;1;89;2020-06-25;Sicily;Italy;37.765693247541954, 15.216340836827976;Italy, Sicily, Mascali
22060244;cozy apartment;161132085;Praha 4;Entire home/apt;1478;1;1;2018-03-02;0.04;1;0;2020-06-28;Prague;Czech republic;50.05928582898527, 14.448635210993134;Czech republic, Prague, Praha 4
32353678;Evanthe Garden - Diantha;212239396;Marsala;Entire home/apt;267;1;1;2019-08-17;0.09;34;85;2020-06-25;Sicily;Italy;37.743550239051416, 12.478210664916823;Italy, Sicily, Marsala
22856410;Residence Camelia, Near Center & Free Parking;169050833;Praha 10;Entire home/apt;1500;2;85;2019-12-23;2.92;1;81;2020-06-28;Prague;Czech republic;50.071268916558054, 14.45003367259035;Czech republic, Prague, Praha 10
32433297;Appartamento mare S. Maria del Focallo;24182046;Ispica;Entire home/apt;39;6;0;;;1;0;2020-06-25;Sicily;Italy;36.71993615559521, 14.920034137526773;Italy, Sicily, Ispica
24658929;Comfortable, Calm and Charming Attic Apartment;120410770;Praha 5;Entire home/apt;2000;2;7;2019-01-02;0.26;1;0;2020-06-28;Prague;Czech republic;50.065062773754825, 14.397301179749379;Czech republic, Prague, Praha 5
32469911;Moderno luminoso adatto alle famiglie;243932664;Marsala;Entire home/apt;30;2;3;2019-06-18;0.19;2;89;2020-06-25;Sicily;Italy;37.80642001305263, 12.44643858725078;Italy, Sicily, Marsala
28866663;【嶠】Room4 北京南站/南苑机场/天安门故宫/天坛公园 布达佩斯少女粉网红店/拍照圣地/整套独享;16440176;丰台区 / Fengtai;Entire home/apt;298;1;69;2020-01-17;3.44;4;0;2020-06-19;Beijing;China;39.85654608415474, 116.39717804717014;China, Beijing, 丰台区 / Fengtai
32688649;"Casa sulla spiaggia a ""0"" metri  dal mare.";223273033;Alcamo;Entire home/apt;80;3;0;;;1;124;2020-06-25;Sicily;Italy;38.03018239798279, 12.946930217561595;Italy, Sicily, Alcamo
32970280;龙聚山庄别墅 近玉渡山 龙庆峡 石京龙滑雪场;191382090;延庆县 / Yanqing;Entire home/apt;1800;5;0;;;1;180;2020-06-19;Beijing;China;40.522231890487824, 115.96233211949985;China, Beijing, 延庆县 / Yanqing
32755481;"Rentopolis Ogliastrillo Appartamento ""Pizzutedda""";95967499;Cefal;Entire home/apt;100;1;1;2019-06-09;0.08;30;1;2020-06-25;Sicily;Italy;38.025401069212755, 13.984214946856696;Italy, Sicily, Cefal
33003245;豪华复试景观叠野220;248390088;密云县 / Miyun;Private room;396;1;2;2019-08-26;0.13;6;180;2020-06-19;Beijing;China;40.64963920941527, 117.27136016425007;China, Beijing, 密云县 / Miyun
32957057;Villa in Lipari island;248016161;Lipari;Entire home/apt;140;7;0;;;1;180;2020-06-25;Sicily;Italy;38.49232667476814, 14.922807335915746;Italy, Sicily, Lipari
33849190;个人转租,地铁一号线八通线四惠站,远洋天地;238025329;朝阳区 / Chaoyang;Private room;64;1;0;;;1;0;2020-06-19;Beijing;China;39.91219808488683, 116.49317523777549;China, Beijing, 朝阳区 / Chaoyang
33038219;Rosario apartment;248655507;Taormina;Entire home/apt;75;2;16;2020-01-05;1.22;1;0;2020-06-25;Sicily;Italy;37.859481718157795, 15.28432466955939;Italy, Sicily, Taormina
33866546;【新店特惠房】北师大/北邮/后海/南锣鼓巷/北影 平价艺术民宿法式女生四人间—戏梦巴黎下铺D;45773267;海淀区;Shared room;113;1;8;2019-12-26;0.56;17;354;2020-06-19;Beijing;China;39.951883106074256, 116.36384582630441;China, Beijing, 海淀区
34133686;北欧风格二室二厅,近芍药居地铁､对外经贸大学､服装学院､中日友好医院､鸟巢;73124883;朝阳区 / Chaoyang;Entire home/apt;701;1;4;2019-12-31;0.39;6;245;2020-06-19;Beijing;China;39.97788959669525, 116.4339839643198;China, Beijing, 朝阳区 / Chaoyang
33486407;villa vicino al mare con piscina;30405418;Trabia;Entire home/apt;60;2;3;2019-09-10;0.27;1;357;2020-06-25;Sicily;Italy;38.00383734035445, 13.62261245774341;Italy, Sicily, Trabia
33281904;Quiet Beach Haven;22414772;Surf Coast;Entire home/apt;550;5;1;2020-01-01;0.17;1;363;2020-06-22;Barwon-south-west-vic;Australia;-38.3160988409616, 144.3310192793019;Australia, Barwon-south-west-vic, Surf Coast
33507660;RETRO RIVER REST- LONG TERM LEASE NOW AVAILABLE.;245523564;Warrnambool;Entire home/apt;149;2;6;2020-03-14;0.42;3;16;2020-06-22;Barwon-south-west-vic;Australia;-38.39426725595013, 142.47063327276896;Australia, Barwon-south-west-vic, Warrnambool
33608114;Sky Blue Ortigia by Wonderful Italy;13036400;Siracusa;Entire home/apt;46;1;2;2019-10-17;0.19;170;279;2020-06-25;Sicily;Italy;37.06050207630578, 15.293606122571434;Italy, Sicily, Siracusa
34323964;классная квартира и видом на море;31334882;Sant'Alessio Siculo;Entire home/apt;30;5;0;;;1;365;2020-06-25;Sicily;Italy;37.92325624788056, 15.347693570835045;Italy, Sicily, Sant'Alessio Siculo
34458183;Blue room the roses of Annare';244929473;Palermo;Private room;40;2;2;2019-07-06;0.16;3;320;2020-06-25;Sicily;Italy;38.10361672821752, 13.368918077319593;Italy, Sicily, Palermo
729796;Modern with 12qm balcony near Danube;3793751;Leopoldstadt;Entire home/apt;42;3;9;2019-12-03;0.27;2;0;2020-06-16;Vienna;Austria;48.22772037032932, 16.39384228763024;Austria, Vienna, Leopoldstadt
900543;Central New Design Apartment Wasser;2965217;Leopoldstadt;Entire home/apt;89;1;2;2015-05-22;0.03;6;365;2020-06-16;Vienna;Austria;48.21959009434789, 16.39638438429184;Austria, Vienna, Leopoldstadt
1428172;LAROGY`S HOME;1836300;Rudolfsheim-Fnfhaus;Entire home/apt;59;2;105;2019-12-15;1.26;3;364;2020-06-16;Vienna;Austria;48.19805623128333, 16.33298925050487;Austria, Vienna, Rudolfsheim-Fnfhaus
3072203;Perfect family-friendly apartment;15633094;Leopoldstadt;Entire home/apt;220;5;0;;;1;0;2020-06-16;Vienna;Austria;48.21626537102953, 16.388266634262717;Austria, Vienna, Leopoldstadt
3995932;GoVienna Charming Studio;341923;Dbling;Entire home/apt;50;2;4;2019-09-24;0.06;3;0;2020-06-16;Vienna;Austria;48.245468830166615, 16.34882473067809;Austria, Vienna, Dbling
4110410;Mini Loft;21324673;Josefstadt;Entire home/apt;45;1;53;2018-12-10;0.76;1;311;2020-06-16;Vienna;Austria;48.20748514347882, 16.35292487592034;Austria, Vienna, Josefstadt
4836452;20qm Private Room + Roof Terrace;24892879;Hietzing;Private room;9270;3;4;2015-08-27;0.06;1;0;2020-06-16;Vienna;Austria;48.17214973395857, 16.29933898405681;Austria, Vienna, Hietzing
5891502;Chez Schneider at Karmelitermarkt;29986812;Leopoldstadt;Entire home/apt;220;2;64;2020-01-01;1.03;3;360;2020-06-16;Vienna;Austria;48.222025166552314, 16.373723227602326;Austria, Vienna, Leopoldstadt
8730033;Sunny & Lovely Big Room Centrally Located;2740608;Dbling;Private room;35;30;5;2019-11-18;0.1;13;365;2020-06-16;Vienna;Austria;48.23467111325478, 16.352084537156347;Austria, Vienna, Dbling
13470443;Edinburgh festival. Traditional Victorian tenement;62822896;Hillside and Calton Hill;Private room;80;4;9;2020-01-02;0.19;1;81;2020-06-23;Edinburgh;United kingdom;55.95822359819838, -3.170972593782158;United kingdom, Edinburgh, Hillside and Calton Hill
17432168;Old Town Two Bedroom Apartment With Castle Views;117933512;Tollcross;Entire home/apt;135;2;136;2020-03-16;3.4;1;0;2020-06-23;Edinburgh;United kingdom;55.94613736157455, -3.2041004503290207;United kingdom, Edinburgh, Tollcross
20173174;VIDA CityPad;2570746;Hillside and Calton Hill;Private room;45;1;60;2020-02-09;1.71;1;0;2020-06-23;Edinburgh;United kingdom;55.961808994833824, -3.175508513234879;United kingdom, Edinburgh, Hillside and Calton Hill
21331234;Broughton Road - New Town apartment;154430915;Broughton North and Powderhall;Entire home/apt;75;3;5;2020-03-08;0.16;2;218;2020-06-23;Edinburgh;United kingdom;55.96454118983381, -3.1907991942382847;United kingdom, Edinburgh, Broughton North and Powderhall
22071688;Newly Decorated 2 Bedroom Central Edinburgh Flat;11703194;Pilrig;Entire home/apt;65;3;145;2020-03-15;4.75;3;81;2020-06-23;Edinburgh;United kingdom;55.965253703090255, -3.182540591569357;United kingdom, Edinburgh, Pilrig
25078486;Beautiful huge bedroom in Bruntsfield;8601197;Bruntsfield;Private room;60;1;8;2019-08-26;0.33;3;0;2020-06-23;Edinburgh;United kingdom;55.94122553623607, -3.206081140879401;United kingdom, Edinburgh, Bruntsfield
25365002;Bright, attractive apartment in central Edinburgh;27659661;Broughton North and Powderhall;Entire home/apt;92;2;80;2020-03-08;3.25;1;0;2020-06-23;Edinburgh;United kingdom;55.9630715847334, -3.1989881583504722;United kingdom, Edinburgh, Broughton North and Powderhall
27526520;Lovely Manhattan Room near GCT / Central Park;137358866;East Harlem;Private room;36;28;3;2020-02-01;0.14;152;218;2020-07-07;New-york-city;United states;40.79402208246103, -73.94189579197776;United states, New-york-city, East Harlem
28722807;Bright and Spacious Loft in Brooklyn;3017533;Sunset Park;Entire home/apt;160;2;57;2019-09-25;2.64;1;0;2020-07-07;New-york-city;United states;40.664135410962615, -73.99424997865391;United states, New-york-city, Sunset Park
28867389;PLG Brooklyn Apartment private bedroom+bathroom;53357457;Prospect-Lefferts Gardens;Private room;59;5;8;2019-12-31;0.38;1;0;2020-07-07;New-york-city;United states;40.6639261414997, -73.9473144379968;United states, New-york-city, Prospect-Lefferts Gardens
28950738;Ozone Park Studio;218222410;Ozone Park;Private room;60;1;0;;;1;0;2020-07-07;New-york-city;United states;40.68730264690136, -73.84534773201912;United states, New-york-city, Ozone Park
13161196;Cheap, central studio, included nice company!;73498111;Sagene;Shared room;397;1;0;;;1;0;2020-06-26;Oslo;Norway;59.94203606086436, 10.762975489359034;Norway, Oslo, Sagene
15429652;Grunerløkka all summer;89152704;Grünerløkka;Entire home/apt;920;21;15;2019-08-12;0.34;1;114;2020-06-26;Oslo;Norway;59.92534345060124, 10.754769123244964;Norway, Oslo, Grünerløkka
19117844;1,5 room apartment in central Oslo.;133593517;Frogner;Entire home/apt;649;3;1;2017-09-10;0.03;1;0;2020-06-26;Oslo;Norway;59.92658701829792, 10.723828983075617;Norway, Oslo, Frogner
19159601;Super central flat in the heart of Oslo;77660942;Gamle Oslo;Entire home/apt;998;2;2;2017-06-29;0.05;1;0;2020-06-26;Oslo;Norway;59.91553014109289, 10.768020155691646;Norway, Oslo, Gamle Oslo
28175787;Stylish, classic Oslo apt in great neigbourhood*!;134038928;St. Hanshaugen;Entire home/apt;1249;2;2;2018-09-14;0.09;12;0;2020-06-26;Oslo;Norway;59.92578234862826, 10.7451034958396;Norway, Oslo, St. Hanshaugen
30189831;Grünerløkka (Near city center);88010776;Grünerløkka;Entire home/apt;465;60;5;2019-09-01;0.28;1;239;2020-06-26;Oslo;Norway;59.92821066756908, 10.769088281440801;Norway, Oslo, Grünerløkka
31667995;Bright and colourful apartment!;237214422;Gamle Oslo;Entire home/apt;397;3;11;2019-10-30;0.64;1;89;2020-06-26;Oslo;Norway;59.90582720928765, 10.77413508197047;Norway, Oslo, Gamle Oslo
38476027;Flott, Kreativ oppgrad. Studio. Helårsutleie mulig;192279216;Grünerløkka;Entire home/apt;804;14;1;2019-09-25;0.11;1;363;2020-06-26;Oslo;Norway;59.93489127877342, 10.781991635486412;Norway, Oslo, Grünerløkka
40703029;Attractive flat in quiet area;315917280;Gamle Oslo;Entire home/apt;504;3;4;2020-02-23;0.69;1;29;2020-06-26;Oslo;Norway;59.90229913631163, 10.772522762360529;Norway, Oslo, Gamle Oslo
14486703;Cozy home in Quiet Nature setting;28026567;Kanata South;Private room;33;1;9;2017-10-01;0.2;1;87;2020-06-30;Ottawa;Canada;45.28921048206484, -75.84775557866942;Canada, Ottawa, Kanata South
25188826;Private bedroom in new home for 1 Guest;57318814;Rideau-Goulbourn;Private room;50;1;2;2019-08-30;0.09;2;179;2020-06-30;Ottawa;Canada;45.23944937363199, -75.73767921985291;Canada, Ottawa, Rideau-Goulbourn
32991991;Moderne bungalow in the heart of high tech Kanata;126796127;Kanata North;Entire home/apt;239;4;28;2019-10-24;1.81;3;0;2020-06-30;Ottawa;Canada;45.33099871741731, -75.9095387423346;Canada, Ottawa, Kanata North
37734742;Mid-Century Modern Flat Steps to Byward Market;105348979;Rideau-Vanier;Entire home/apt;201;2;27;2020-06-21;2.56;10;22;2020-06-30;Ottawa;Canada;45.427475903981986, -75.67286859702007;Canada, Ottawa, Rideau-Vanier
38271811;1 Guest for Immacul. Furn'd 4 Bedrms. Shared Apt.;34602819;Rideau-Vanier;Private room;85;14;0;;;9;365;2020-06-30;Ottawa;Canada;45.42611043870289, -75.67737147889905;Canada, Ottawa, Rideau-Vanier
41026847;Townhome to Share - Private Room A (Monthly);250502621;College;Private room;37;28;2;2020-04-15;0.48;3;333;2020-06-30;Ottawa;Canada;45.319896350672266, -75.83153396648973;Canada, Ottawa, College
18154661;Stay in heart of beautiful Bangalow;26450313;BYRON SHIRE COUNCIL;Entire home/apt;200;1;39;2020-02-08;1.0;1;53;2020-06-27;Northern-rivers;Australia;-28.682690154754624, 153.5238746113684;Australia, Northern-rivers, BYRON SHIRE COUNCIL
19150349;Mimosa;4308959;BYRON SHIRE COUNCIL;Entire home/apt;135;2;37;2020-03-21;1.54;3;69;2020-06-27;Northern-rivers;Australia;-28.565061929175812, 153.4114077672933;Australia, Northern-rivers, BYRON SHIRE COUNCIL
