Room ID;Name;Host ID;Neighbourhood;Room type;Room Price;Minimum nights;Number of reviews;Date last review;Number of reviews per month;Rooms rent by the host;Availibility;Updated Date;City;Country;Coordinates;Location
19809772;By The Beach;62866254;TWEED SHIRE COUNCIL;Entire home/apt;150;2;0;;;1;0;2020-06-27;Northern-rivers;Australia;-28.249465718835022, 153.5696044510144;Australia, Northern-rivers, TWEED SHIRE COUNCIL
35651541;WHITE HAVEN - Private Beach House with Pool;24283186;TWEED SHIRE COUNCIL;Entire home/apt;650;2;13;2020-03-08;1.11;1;236;2020-06-27;Northern-rivers;Australia;-28.28562929390956, 153.57526551685893;Australia, Northern-rivers, TWEED SHIRE COUNCIL
37460680;A Perfect Stay - River Links;3563698;BALLINA SHIRE COUNCIL;Entire home/apt;1100;2;1;2020-01-11;0.18;11;0;2020-06-27;Northern-rivers;Australia;-28.85141716628509, 153.5767169785078;Australia, Northern-rivers, BALLINA SHIRE COUNCIL
1943225;Beautiful Space near West Oakland BART;4085797;Prescott;Private room;75;2;154;2020-02-17;3.32;2;0;2020-06-17;Oakland;United states;37.807503651604094, -122.29440301371481;United states, Oakland, Prescott
29260730;1-Bed Full Private Floor of House in Oakland Hills;5625514;Montclair;Entire home/apt;300;1;2;2019-01-08;0.1;2;0;2020-06-17;Oakland;United states;37.83232162297947, -122.20417398204299;United states, Oakland, Montclair
4883599;New 3 bedroom apartment. 90 kvm leilighet på Storo;25124450;Sagene;Entire home/apt;998;2;5;2019-11-17;0.64;1;0;2020-06-26;Oslo;Norway;59.93988266421997, 10.78118049822647;Norway, Oslo, Sagene
122222;CHARMING STUDIO near BASTILLE;612215;Popincourt;Entire home/apt;70;6;69;2020-01-02;0.63;1;113;2020-06-11;Paris;France;48.85279222055851, 2.3865031980642604;France, Paris, Popincourt
216546;Stylish, Sun-drenched Oberkampf Apt;1117732;Popincourt;Entire home/apt;150;90;1;2012-05-27;0.01;1;364;2020-06-11;Paris;France;48.865667665196106, 2.378073645730053;France, Paris, Popincourt
514870;Sunny apartment in central Paris!;2535616;Vaugirard;Entire home/apt;109;5;0;;;1;0;2020-06-11;Paris;France;48.84412929459277, 2.292973938102232;France, Paris, Vaugirard
518231;PrivateSuite Cosy-1à4p-B&B-PANTHEON;2550681;Panthéon;Private room;160;2;37;2019-09-24;0.38;1;278;2020-06-11;Paris;France;48.840489421156455, 2.3487110472854726;France, Paris, Panthéon
587827;Perfect flat for friends and family;2899778;Buttes-Chaumont;Entire home/apt;250;2;59;2020-01-02;0.62;1;105;2020-06-11;Paris;France;48.88230485421717, 2.373237824020355;France, Paris, Buttes-Chaumont
827563;Quartier Latin;4339746;Panthéon;Entire home/apt;190;1;33;2020-01-27;1.05;1;103;2020-06-11;Paris;France;48.849732811204774, 2.355147742409158;France, Paris, Panthéon
942566;Large Cozy & Central Flat Bastille.;5097309;Popincourt;Entire home/apt;101;20;10;2019-07-20;0.12;1;0;2020-06-11;Paris;France;48.857509850077825, 2.37136489355957;France, Paris, Popincourt
1017342;Appartement Bastille / Le Marais;5599245;Popincourt;Entire home/apt;110;5;0;;;1;0;2020-06-11;Paris;France;48.859241321712595, 2.3684923368473747;France, Paris, Popincourt
1692305;Small rooftop room mini studio cosy Central Opera;8939609;Opéra;Private room;33;1;361;2020-03-15;4.42;1;140;2020-06-11;Paris;France;48.87694555054632, 2.3456452392524003;France, Paris, Opéra
2389456;Room to rent in 65m² Paris, center;12154893;Reuilly;Private room;80;2;0;;;2;269;2020-06-11;Paris;France;48.84991504558404, 2.3767689568987858;France, Paris, Reuilly
3000405;Duplex penthouse Eiffel tower;15294446;Passy;Entire home/apt;400;2;0;;;1;0;2020-06-11;Paris;France;48.85277987368886, 2.2643078092167124;France, Paris, Passy
4601614;100m from C.Elysées, 135m²/3BR;21199497;Passy;Entire home/apt;199;7;0;;;1;0;2020-06-11;Paris;France;48.86823546603402, 2.296041780625003;France, Paris, Passy
6176434;FRENTE AL MAR, WIFI, 130M²;10450924;Castelló d'Empúries;Entire home/apt;81;2;13;2019-12-27;0.21;37;330;2020-06-29;Girona;Spain;42.24092460390543, 3.126420833192166;Spain, Girona, Castelló d'Empúries
11672737;Apartament en Caldes de Malavella -centre .;59134857;Caldes de Malavella;Entire home/apt;95;1;11;2019-08-15;0.21;2;242;2020-06-29;Girona;Spain;41.83615440576088, 2.809527735062041;Spain, Girona, Caldes de Malavella
18350475;COZY HOUSE IN THE CENTER 2 MINUTES FROM THE BEACH;78065263;Palamós;Entire home/apt;100;4;1;2017-09-17;0.03;21;119;2020-06-29;Girona;Spain;41.849543835065774, 3.1273100541136145;Spain, Girona, Palamós
42430521;İstiklal st 5 min Taksim-Galata tower;333102334;Beyoglu;Entire home/apt;96;1;0;;;5;365;2020-06-28;Istanbul;Turkey;41.03868366897499, 28.97336282691849;Turkey, Istanbul, Beyoglu
42974696;rezervasyon yapmıyoruz lütfen para yatırmayınız;136528609;Sile;Private room;206;1;1;2020-06-14;1.0;1;365;2020-06-28;Istanbul;Turkey;41.17799783099681, 29.61306290349604;Turkey, Istanbul, Sile
31983241;Luxury Hotel Style Rental near NEW YORK CITY;4920221;Ward E (councilmember James Solomon);Entire home/apt;179;2;2;2019-03-17;0.12;24;365;2020-06-22;Jersey-city;United states;40.722754225987345, -74.03661460098142;United states, Jersey-city, Ward E (councilmember James Solomon)
42240117;Spacious Luxury 1 bedroom in dwtn JC mins to NYC;48944358;Ward E (councilmember James Solomon);Entire home/apt;120;1;0;;;1;0;2020-06-22;Jersey-city;United states;40.722343288570045, -74.0476724928839;United states, Jersey-city, Ward E (councilmember James Solomon)
548153;Casa da Palmeira;2694626;Cascais e Estoril;Entire home/apt;500;2;15;2019-09-30;0.6;1;341;2020-06-23;Lisbon;Portugal;38.69235898433982, -9.425712857007307;Portugal, Lisbon, Cascais e Estoril
865779;Former Olive Press Turned Country House with Pool;2329751;So Joo das Lampas e Terrugem;Entire home/apt;170;6;98;2020-04-03;1.11;1;260;2020-06-23;Lisbon;Portugal;38.86237813865066, -9.35473139737268;Portugal, Lisbon, So Joo das Lampas e Terrugem
1209286;Quiet,Cosy & Charming in Alfama!;6604033;Santa Maria Maior;Entire home/apt;45;1;247;2020-03-14;2.89;6;182;2020-06-23;Lisbon;Portugal;38.71268050973051, -9.129548641923488;Portugal, Lisbon, Santa Maria Maior
1668572;New and Central apt Moura Encantada;3798663;Santa Maria Maior;Entire home/apt;40;4;186;2020-03-22;2.27;2;281;2020-06-23;Lisbon;Portugal;38.713899586842764, -9.136031693558426;Portugal, Lisbon, Santa Maria Maior
2560563;Underdog Surf House - Pent house;455096;Lourinh e Atalaia;Private room;21;1;7;2019-08-07;0.09;7;346;2020-06-23;Lisbon;Portugal;39.26173081923626, -9.328686120809435;Portugal, Lisbon, Lourinh e Atalaia
17677040;Best View of Downtown San Diego 3B/2B;10192110;East Village;Entire home/apt;325;3;2;2020-05-17;0.24;22;6;2020-06-17;San-diego;United states;32.710446929875204, -117.15143006253707;United states, San-diego, East Village
6928654;Big, quiet and cosy appartment;9899723;Gobelins;Entire home/apt;80;2;3;2015-08-31;0.05;1;0;2020-06-11;Paris;France;48.83027375237647, 2.3681724996592455;France, Paris, Gobelins
7043650;Large studio Montmartre Airco New;25995350;Buttes-Montmartre;Entire home/apt;110;2;311;2020-03-14;5.18;1;352;2020-06-11;Paris;France;48.89036684493711, 2.3322450865340416;France, Paris, Buttes-Montmartre
7503757;#Cosy #Studio #Batignolles;6267006;Batignolles-Monceau;Entire home/apt;46;1;0;;;1;0;2020-06-11;Paris;France;48.8860383339499, 2.316603271202785;France, Paris, Batignolles-Monceau
8101434;Studio Paris Grands-Boulevard;42780003;Opéra;Entire home/apt;46;5;1;2015-09-06;0.02;1;0;2020-06-11;Paris;France;48.873169050001586, 2.340213068179893;France, Paris, Opéra
8491149;Bright & Spacious 60m2, Belleville;2566013;Buttes-Chaumont;Entire home/apt;92;2;22;2019-06-11;0.39;1;339;2020-06-11;Paris;France;48.87427175182794, 2.379423719967796;France, Paris, Buttes-Chaumont
8501370;Appartement au cœur du 11ème;44763765;Popincourt;Entire home/apt;110;2;0;;;1;0;2020-06-11;Paris;France;48.85186563915075, 2.385593798545645;France, Paris, Popincourt
8835757;Little Room in cosy flat;46274854;Popincourt;Private room;40;4;133;2020-03-07;2.58;1;88;2020-06-11;Paris;France;48.856822869858235, 2.3810768534663214;France, Paris, Popincourt
8872740;Flat 15e with Eiffel Tower view;34461244;Vaugirard;Entire home/apt;65;2;1;2016-01-03;0.02;1;0;2020-06-11;Paris;France;48.83937278962536, 2.302941531480686;France, Paris, Vaugirard
9211605;Grand appartement familial au dernier étage;29230585;Buttes-Chaumont;Entire home/apt;90;25;0;;;1;0;2020-06-11;Paris;France;48.88618556731301, 2.365728067333203;France, Paris, Buttes-Chaumont
9246005;Superbe Duplex au coeur de Paris!!;5460072;Panthéon;Private room;120;2;2;2016-01-17;0.04;3;0;2020-06-11;Paris;France;48.84633929559132, 2.354152313428051;France, Paris, Panthéon
9297919;Apartment in the heart of the Marais area;32488038;Temple;Entire home/apt;189;3;196;2020-03-02;3.59;1;345;2020-06-11;Paris;France;48.86298272298017, 2.3621744546648795;France, Paris, Temple
9340449;Atelier d'artistes;7060662;Observatoire;Entire home/apt;250;1;0;;;1;0;2020-06-11;Paris;France;48.837699788670776, 2.332090412053313;France, Paris, Observatoire
9781744;1,400SqFt new apt with all mod cons;4930635;Entrepôt;Entire home/apt;199;3;0;;;1;0;2020-06-11;Paris;France;48.88233285746809, 2.3672172133137392;France, Paris, Entrepôt
10130199;Logement sympa à bastille;16648506;Hôtel-de-Ville;Entire home/apt;100;2;0;;;1;0;2020-06-11;Paris;France;48.85356808901175, 2.3645496676251954;France, Paris, Hôtel-de-Ville
10511155;;16252858;Reuilly;Entire home/apt;47;1;1;2016-01-14;0.02;1;0;2020-06-11;Paris;France;48.83811862297761, 2.4028812998328712;France, Paris, Reuilly
10638315;Au coeur de China Town;27343326;Gobelins;Entire home/apt;50;3;0;;;1;0;2020-06-11;Paris;France;48.821847444436116, 2.360642637663422;France, Paris, Gobelins
10795658;maison ancienne avec jardin;31604875;Ménilmontant;Entire home/apt;170;2;0;;;1;0;2020-06-11;Paris;France;48.87345207607696, 2.391615015747545;France, Paris, Ménilmontant
12774727;1-BR Apt Marais/Hotel de Ville;7909082;Hôtel-de-Ville;Entire home/apt;200;5;45;2019-09-29;0.91;1;39;2020-06-11;Paris;France;48.85991961532818, 2.3559667566401687;France, Paris, Hôtel-de-Ville
12816149;Ultracenter -Saint Germain des prés;69905177;Palais-Bourbon;Entire home/apt;76;7;6;2019-08-03;0.13;1;71;2020-06-11;Paris;France;48.854955499375855, 2.322605092956376;France, Paris, Palais-Bourbon
12928824;One room to share in an appartment at Marais;10303803;Temple;Private room;35;1;0;;;1;0;2020-06-11;Paris;France;48.863171519685814, 2.357572231113757;France, Paris, Temple
13021993;BEAUTIFUL MODERN APARTMENT IN THE 20TH ARRONDISSEMENT OF PARIS;70690789;Ménilmontant;Entire home/apt;121;4;4;2019-08-12;0.35;1;53;2020-06-11;Paris;France;48.857688719852305, 2.400938407233594;France, Paris, Ménilmontant
13228210;Charming flat at the feet of Montmartre;10202316;Buttes-Montmartre;Entire home/apt;70;1;9;2018-02-25;0.18;1;0;2020-06-11;Paris;France;48.89220699535768, 2.3360650935907827;France, Paris, Buttes-Montmartre
13428664;Appartement douillet au cœur de Montmartre;76567812;Buttes-Montmartre;Entire home/apt;72;1;4;2016-07-18;0.08;1;0;2020-06-11;Paris;France;48.88805731481333, 2.336702779619288;France, Paris, Buttes-Montmartre
21515293;Work Trip ? Traveling for work Well connected /6.0;68618971;XII Monte Verde;Entire home/apt;195;2;0;;;7;362;2020-06-14;Rome;Italy;41.879917647609105, 12.466878171031686;Italy, Rome, XII Monte Verde
21911180;ava  guesthouse 2 (double room share bathroom);49693852;I Centro Storico;Private room;200;1;141;2020-03-01;5.18;10;365;2020-06-14;Rome;Italy;41.897516401946824, 12.500722061350196;Italy, Rome, I Centro Storico
21954680;Monti Bright Apartment;2405376;I Centro Storico;Entire home/apt;112;3;9;2018-10-23;0.29;61;165;2020-06-14;Rome;Italy;41.89745504199973, 12.493539415837997;Italy, Rome, I Centro Storico
22272525;San Lorenzo University Flat;162762942;II Parioli/Nomentano;Entire home/apt;70;2;9;2018-06-29;0.34;1;180;2020-06-14;Rome;Italy;41.90085846653894, 12.514838608342185;Italy, Rome, II Parioli/Nomentano
23404104;Luxury Suite 3 Archi;35944478;I Centro Storico;Entire home/apt;110;3;66;2020-01-05;2.42;1;72;2020-06-14;Rome;Italy;41.9006599247401, 12.47267803903573;Italy, Rome, I Centro Storico
23797988;Casa Della Croce;20653285;I Centro Storico;Entire home/apt;443;3;0;;;13;357;2020-06-14;Rome;Italy;41.90631423829022, 12.48238628542581;Italy, Rome, I Centro Storico
29034590;Cosy studio+private bathroom @Jordaan;30591751;Centrum-West;Private room;122;3;0;;;2;0;2020-07-09;Amsterdam;Netherlands;52.38342946532162, 4.88740003223373;Netherlands, Amsterdam, Centrum-West
29355982;Lovely Private Room in Trendy Amsterdam-East Home;221155621;Oostelijk Havengebied - Indische Buurt;Private room;79;2;66;2019-10-12;3.18;2;0;2020-07-09;Amsterdam;Netherlands;52.36373079223711, 4.933618980769836;Netherlands, Amsterdam, Oostelijk Havengebied - Indische Buurt
29813396;Stylish apartment in lovely east area of A'dam;224273169;Oud-Oost;Entire home/apt;125;2;0;;;1;45;2020-07-09;Amsterdam;Netherlands;52.35006256731599, 4.917308323230475;Netherlands, Amsterdam, Oud-Oost
30399676;Historic luxury in the city centre of Amsterdam;50741083;Centrum-Oost;Private room;180;2;0;;;1;20;2020-07-09;Amsterdam;Netherlands;52.37012246980527, 4.9083087878882905;Netherlands, Amsterdam, Centrum-Oost
33268339;Stay in your comfort zone;28218333;Oostelijk Havengebied - Indische Buurt;Entire home/apt;100;5;6;2019-09-15;0.39;3;0;2020-07-09;Amsterdam;Netherlands;52.36156854972892, 4.93637086006433;Netherlands, Amsterdam, Oostelijk Havengebied - Indische Buurt
34334547;Large & stylish house in the Museum quarter;29333311;Zuid;Entire home/apt;235;3;3;2019-08-05;0.22;1;0;2020-07-09;Amsterdam;Netherlands;52.35551131077589, 4.883377663786897;Netherlands, Amsterdam, Zuid
35871228;Charming houseboat in Jordaan;6596279;Centrum-West;Entire home/apt;160;3;10;2020-03-08;0.78;1;10;2020-07-09;Amsterdam;Netherlands;52.378635870374964, 4.886677633742749;Netherlands, Amsterdam, Centrum-West
37304381;Cosy room to reach the best places in Amsterdam!;104921002;Oud-Oost;Entire home/apt;100;2;8;2020-03-15;0.84;2;19;2020-07-09;Amsterdam;Netherlands;52.36335504129639, 4.925365272483525;Netherlands, Amsterdam, Oud-Oost
40985735;Cosy Amsterdam design apartment;1556618;De Baarsjes - Oud-West;Entire home/apt;135;2;1;2020-02-18;0.21;1;34;2020-07-09;Amsterdam;Netherlands;52.37126336870587, 4.850365879197911;Netherlands, Amsterdam, De Baarsjes - Oud-West
42499293;Eclectic modern apartment near RAI;17975858;De Pijp - Rivierenbuurt;Entire home/apt;250;3;0;;;4;0;2020-07-09;Amsterdam;Netherlands;52.34624965980794, 4.8932401963610355;Netherlands, Amsterdam, De Pijp - Rivierenbuurt
43692585;Canal House Boat Stay: 2 suites on brand new boat;808981;Centrum-West;Private room;300;3;0;;;3;239;2020-07-09;Amsterdam;Netherlands;52.36952005183401, 4.880800695227135;Netherlands, Amsterdam, Centrum-West
8240785;Luchtige kamer in Art Nouveau huis;19521902;Harmonie;Private room;46;2;36;2019-11-30;0.63;1;357;2020-06-22;Antwerp;Belgium;51.20435336344413, 4.406020871501617;Belgium, Antwerp, Harmonie
14793592;❤ WELLNESS LOFT with Sauna, Jacuzzi & Terrace ❤;80891301;Theaterbuurt-Meir;Entire home/apt;135;1;156;2020-06-21;3.39;2;119;2020-06-22;Antwerp;Belgium;51.21908029186654, 4.411211457493551;Belgium, Antwerp, Theaterbuurt-Meir
42130025;Apartamento ático con terraza privada;157746231;el Poble Sec;Entire home/apt;47;32;0;;;46;365;2020-06-13;Barcelona;Spain;41.37199471074799, 2.167361053905384;Spain, Barcelona, el Poble Sec
42370306;National Palace ATICO3;333961796;el Poble Sec;Entire home/apt;65;3;0;;;20;361;2020-06-13;Barcelona;Spain;41.37259647125731, 2.158464293189946;Spain, Barcelona, el Poble Sec
42621900;Nice Room in the Center!;10445396;la Nova Esquerra de l'Eixample;Private room;18;30;0;;;5;364;2020-06-13;Barcelona;Spain;41.37834903769689, 2.1511503735663493;Spain, Barcelona, la Nova Esquerra de l'Eixample
8295972;Location location location;43742732;Surf Coast;Entire home/apt;296;1;95;2020-03-14;1.65;1;354;2020-06-22;Barwon-south-west-vic;Australia;-38.33933075631999, 144.3094768430635;Australia, Barwon-south-west-vic, Surf Coast
14217858;100 Steps to the Beach - Bungalow;53253884;Surf Coast;Entire home/apt;155;1;301;2020-06-18;6.66;2;141;2020-06-22;Barwon-south-west-vic;Australia;-38.42751217590361, 144.1717461470827;Australia, Barwon-south-west-vic, Surf Coast
21068157;CHARBELLA;129945846;Queenscliffe;Entire home/apt;285;1;6;2020-02-23;0.22;53;242;2020-06-22;Barwon-south-west-vic;Australia;-38.27049464116988, 144.66089069322746;Australia, Barwon-south-west-vic, Queenscliffe
21178970;Flying Duck Orchid: Anglesea : Full Linen : Pets;7120658;Surf Coast;Entire home/apt;250;7;23;2019-12-08;0.71;4;3;2020-06-22;Barwon-south-west-vic;Australia;-38.414764628800015, 144.16838366938666;Australia, Barwon-south-west-vic, Surf Coast
33522770;East West Nest: Huge Month to Month Discount!;3459413;28806;Entire home/apt;99;2;73;2020-03-16;5.92;1;141;2020-06-25;Asheville;United states;35.58460367550823, -82.57724912684789;United states, Asheville, 28806
41369383;Brand New Bright + Modern West Asheville Studio;2456389;28806;Private room;85;2;7;2020-03-12;1.32;1;66;2020-06-25;Asheville;United states;35.56108855772332, -82.61026000094772;United states, Asheville, 28806
9548700;"The ""Suite 202"" by the Acropolis.";48448507;ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ;Entire home/apt;70;1;52;2019-11-08;0.96;10;361;2020-06-16;Athens;Greece;37.9779452691866, 23.72204973273568;Greece, Athens, ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
12878287;Amazing detached house;70457344;ΝΕΟΣ ΚΟΣΜΟΣ;Private room;50;1;1;2016-06-19;0.02;1;365;2020-06-16;Athens;Greece;37.953253285472016, 23.724319522467784;Greece, Athens, ΝΕΟΣ ΚΟΣΜΟΣ
16037846;Superb Neoclassical House near the Acropolis;78599736;ΘΗΣΕΙΟ;Entire home/apt;100;1;218;2020-05-31;5.23;1;346;2020-06-16;Athens;Greece;37.97316028622541, 23.71522412578285;Greece, Athens, ΘΗΣΕΙΟ
17841810;Your room in downtown Athens!;20506394;ΝΕΟΣ ΚΟΣΜΟΣ;Private room;15;2;150;2020-03-17;3.87;6;90;2020-06-16;Athens;Greece;37.960782476189905, 23.73074580491242;Greece, Athens, ΝΕΟΣ ΚΟΣΜΟΣ
19326688;Lefis apartment,Luxury flat in Hilton Area;49043070;ΙΛΙΣΙΑ;Entire home/apt;49;3;2;2017-10-18;0.06;1;365;2020-06-16;Athens;Greece;37.97741171148604, 23.751872765023016;Greece, Athens, ΙΛΙΣΙΑ
19480180;Explore Athens from a Stylish and Ample Diamond Home;60051688;ΑΜΠΕΛΟΚΗΠΟΙ;Entire home/apt;75;1;216;2020-03-18;6.02;4;81;2020-06-16;Athens;Greece;37.997841198741405, 23.766957893794054;Greece, Athens, ΑΜΠΕΛΟΚΗΠΟΙ
19977392;Sunny 83 m2 Kolonaki Acropolis view Large terrace;122389443;ΚΟΛΩΝΑΚΙ;Entire home/apt;47;2;47;2020-02-11;1.75;1;51;2020-06-16;Athens;Greece;37.97751200859091, 23.742493541110242;Greece, Athens, ΚΟΛΩΝΑΚΙ
23412711;Hip Loft w/ direct Acropolis view+amazing terrace;22227167;ΚΟΛΩΝΑΚΙ;Entire home/apt;48;19;81;2020-02-10;2.92;28;84;2020-06-16;Athens;Greece;37.98114760690845, 23.73619119658054;Greece, Athens, ΚΟΛΩΝΑΚΙ
24977735;Cosy renovated apartment near metro Panormoy!;51660776;ΑΜΠΕΛΟΚΗΠΟΙ;Entire home/apt;34;2;20;2019-06-25;0.92;1;198;2020-06-16;Athens;Greece;37.99323082312009, 23.76850213148385;Greece, Athens, ΑΜΠΕΛΟΚΗΠΟΙ
39781751;Spacious Designer Flat in Mid Levels;63189627;Central & Western;Entire home/apt;752;4;1;2020-01-03;0.18;2;0;2020-06-15;Hong-kong;China;22.282778680998675, 114.13994198150876;China, Hong-kong, Central & Western
21890269;Bright double bedroom in modern apartment;25588285;South West Inner City LEA-5;Private room;100;1;55;01-01-06;;2;0;;Visualisations;Ireland;53.34465773586436, -6.28050219294554;Ireland, Visualisations, South West Inner City LEA-5
5122717;Rathmines Apt 2;24141249;Kimmage-Rathmines LEA-6;Entire home/apt;110;2;135;2034-01-01;;8;348;;Visualisations;Ireland;53.31537570764099, -6.265482782575043;Ireland, Visualisations, Kimmage-Rathmines LEA-6
2181772;In the heart of Taksim, Luxury Room;11125584;Beyoglu;Private room;542;1;0;;;1;365;2020-06-28;Istanbul;Turkey;41.03458077325798, 28.981982754704703;Turkey, Istanbul, Beyoglu
2565792;FLATS FOR RENT İN TAKSİM SQUARE(2);12329961;Beyoglu;Entire home/apt;199;1;3;2015-06-08;0.04;6;180;2020-06-28;Istanbul;Turkey;41.03808323466719, 28.986026334102895;Turkey, Istanbul, Beyoglu
5307183;Cozy rooms @Bagdat st near Bostanci;27486045;Kartal;Private room;69;1;3;2018-02-18;0.05;2;365;2020-06-28;Istanbul;Turkey;40.89621935704219, 29.17448601206233;Turkey, Istanbul, Kartal
38249877;独立房间!两张床健德门地铁站附近,距离望京鸟巢中关村朝阳798等地都非常近!!;87950388;朝阳区 / Chaoyang;Shared room;92;1;2;2020-01-03;0.28;2;0;2020-06-19;Beijing;China;39.97616576126866, 116.38152823878171;China, Beijing, 朝阳区 / Chaoyang
38422692;10号线潘家园 紧邻国贸CBD劲松双井三里屯工体世贸天阶侨福芳草地 画家的日式温馨小窝;235406134;朝阳区 / Chaoyang;Private room;418;1;0;;;1;354;2020-06-19;Beijing;China;39.873097243348994, 116.45566709889991;China, Beijing, 朝阳区 / Chaoyang
38735571;#Atour# 亚朵行政大床房丨紧邻天坛医院､总部基地､首经贸丨距地铁10号线900m丨@三分钟入住;296002678;丰台区 / Fengtai;Private room;609;1;0;;;7;91;2020-06-19;Beijing;China;39.83801547725615, 116.31375305352115;China, Beijing, 丰台区 / Fengtai
14367811;San Pietro attic with Terrace;9291799;I Centro Storico;Entire home/apt;90;2;154;2020-03-09;3.34;5;133;2020-06-14;Rome;Italy;41.903727363648436, 12.458551509918701;Italy, Rome, I Centro Storico
14876455;Beautiful and spacious  bedroom, close to subway;82232089;IX Eur;Private room;44;2;6;2017-09-21;0.13;3;89;2020-06-14;Rome;Italy;41.8243082125781, 12.478415103928038;Italy, Rome, IX Eur
15242949;Sora Luxury Inn family room;5527230;I Centro Storico;Private room;120;1;2;2018-07-10;0.05;11;364;2020-06-14;Rome;Italy;41.898038723967396, 12.470463359930646;Italy, Rome, I Centro Storico
17859442;Big & Sunny, Kitchen, WiFi near metro B San Paolo;121989599;VIII Appia Antica;Private room;19;90;0;;;3;365;2020-06-14;Rome;Italy;41.852819331451265, 12.475227207062193;Italy, Rome, VIII Appia Antica
